Geneid,Chr,Start,End,Strand,Length,barcode01_counts,barcode02_counts,barcode03_counts,barcode04_counts,barcode05_counts,barcode06_counts,barcode07_counts,barcode08_counts,barcode09_counts,barcode10_counts,barcode11_counts
TK1474,TS559_Genomic_Sequence.seq,1304185,1305198,-,1014,2,0,1,6,4,1,1,0,7,0,1
TK1475,TS559_Genomic_Sequence.seq,1305195,1305617,-,423,0,0,0,2,5,0,0,0,1,0,0
TK1476,TS559_Genomic_Sequence.seq,1305614,1305988,-,375,0,0,2,2,2,0,0,0,0,0,0
TK1477,TS559_Genomic_Sequence.seq,1306025,1306900,-,876,0,0,3,0,5,1,0,0,1,0,0
TK1478,TS559_Genomic_Sequence.seq,1306938,1308002,-,1065,1,0,0,0,2,0,0,0,3,0,0
TK1479,TS559_Genomic_Sequence.seq,1308064,1308897,+,834,1,0,2,4,4,0,0,0,5,0,0
TK1480,TS559_Genomic_Sequence.seq,1308899,1309969,+,1071,1,1,6,6,5,1,0,0,2,0,0
TK1481,TS559_Genomic_Sequence.seq,1310914,1312257,-,1344,21,2,42,70,161,7,2,1,56,0,1
TK1482,TS559_Genomic_Sequence.seq,1312361,1313164,-,804,0,0,1,6,11,0,1,0,5,0,0
TK1483,TS559_Genomic_Sequence.seq,1313206,1314510,-,1305,0,0,3,15,14,0,0,2,12,1,0
TK1484,TS559_Genomic_Sequence.seq,1314610,1314819,-,210,5,0,22,19,37,3,4,4,4,0,0
TK1485,TS559_Genomic_Sequence.seq,1314990,1315100,-,111,4,0,4,36,17,0,3,0,22,0,2
TK1486,TS559_Genomic_Sequence.seq,1315368,1316714,+,1347,1,1,3,4,7,1,3,1,3,0,1
TK1487,TS559_Genomic_Sequence.seq,1316711,1316950,+,240,0,1,0,1,1,0,0,0,0,0,0
TK1488,TS559_Genomic_Sequence.seq,1316956,1317477,+,522,0,0,0,0,1,0,0,0,0,0,0
TK1489,TS559_Genomic_Sequence.seq,1317534,1318247,+,714,0,0,0,2,6,0,0,0,1,0,0
TK1490,TS559_Genomic_Sequence.seq,1318257,1318586,+,330,0,0,1,0,2,0,0,0,3,0,0
TK1491,TS559_Genomic_Sequence.seq,1318569,1319018,-,450,0,0,0,0,1,0,0,1,0,0,0
TK1492,TS559_Genomic_Sequence.seq,1320284,1321045,+,762,1,0,2,3,8,1,1,1,4,0,0
TK1493,TS559_Genomic_Sequence.seq,1321051,1321350,-,300,0,0,0,1,3,1,0,1,1,0,0
TK1494,TS559_Genomic_Sequence.seq,1321459,1321788,+,330,0,0,0,3,0,0,1,0,0,0,0
TK1495,TS559_Genomic_Sequence.seq,1321789,1321944,-,156,0,0,0,7,5,0,0,2,2,0,0
TK1496,TS559_Genomic_Sequence.seq,1322132,1322737,-,606,1,0,1,7,2,1,2,3,8,0,0
TK1497,TS559_Genomic_Sequence.seq,1322751,1323776,-,1026,0,1,6,11,5,0,2,1,15,0,1
TK1498,TS559_Genomic_Sequence.seq,1323783,1323956,-,174,0,0,2,4,3,0,0,0,1,0,0
TK1499,TS559_Genomic_Sequence.seq,1324088,1324285,-,198,0,0,1,10,1,2,0,1,3,0,0
TK1500,TS559_Genomic_Sequence.seq,1324318,1324725,-,408,3,2,20,29,18,9,7,5,22,1,0
TK1501,TS559_Genomic_Sequence.seq,1324736,1325164,-,429,2,3,16,35,27,1,10,1,14,2,0
TK1502,TS559_Genomic_Sequence.seq,1325171,1325536,-,366,0,3,4,14,7,6,4,2,5,1,0
TK1503,TS559_Genomic_Sequence.seq,1325687,1326466,-,780,0,0,5,14,11,1,2,2,9,0,0
TK1504,TS559_Genomic_Sequence.seq,1326497,1326919,-,423,3,2,10,14,10,2,5,3,16,1,1
TK1505,TS559_Genomic_Sequence.seq,1326916,1327458,-,543,2,4,6,25,27,11,9,3,38,1,0
TK1506,TS559_Genomic_Sequence.seq,1327469,1327918,-,450,3,1,6,14,17,7,2,2,17,0,1
TK1507,TS559_Genomic_Sequence.seq,1328033,1328620,-,588,0,0,0,2,1,1,0,1,0,0,0
TK1508,TS559_Genomic_Sequence.seq,1328661,1329458,-,798,0,0,2,1,5,0,0,0,3,0,0
TK1509,TS559_Genomic_Sequence.seq,1329489,1330505,-,1017,2,0,5,10,5,3,3,1,9,2,0
TK1510,TS559_Genomic_Sequence.seq,1330515,1330754,-,240,0,0,0,3,0,0,0,0,1,0,0
TK1511,TS559_Genomic_Sequence.seq,1330726,1330947,-,222,0,0,0,0,0,0,0,0,1,0,1
TK1512,TS559_Genomic_Sequence.seq,1330992,1331702,-,711,0,0,1,0,3,0,0,0,0,0,0
TK1513,TS559_Genomic_Sequence.seq,1331810,1332061,-,252,1,1,4,9,9,1,2,3,8,0,0
TK1514,TS559_Genomic_Sequence.seq,1332062,1332643,-,582,2,5,7,17,22,2,1,4,16,1,0
TK1515,TS559_Genomic_Sequence.seq,1332655,1332927,-,273,2,5,12,9,15,3,4,4,7,0,1
TK1516,TS559_Genomic_Sequence.seq,1332969,1333493,-,525,0,0,6,16,10,0,1,1,6,0,0
TK1517,TS559_Genomic_Sequence.seq,1333486,1334076,-,591,3,1,9,44,21,3,3,4,10,0,0
TK1518,TS559_Genomic_Sequence.seq,1334159,1335607,-,1449,2,4,4,23,14,8,5,5,27,0,0
TK1519,TS559_Genomic_Sequence.seq,1335648,1336094,-,447,0,3,3,12,4,1,3,2,5,0,0
TK1520,TS559_Genomic_Sequence.seq,1336106,1336573,-,468,2,1,2,17,14,2,0,0,15,0,0
TK1521,TS559_Genomic_Sequence.seq,1336585,1337292,-,708,2,1,6,28,16,6,2,1,26,1,0
TK1522,TS559_Genomic_Sequence.seq,1337289,1337894,-,606,1,1,1,17,8,2,2,0,23,2,2
TK1523,TS559_Genomic_Sequence.seq,1337905,1338357,-,453,0,1,3,13,6,2,1,1,11,0,1
TK1524,TS559_Genomic_Sequence.seq,1338362,1338742,-,381,0,1,5,4,3,0,1,0,3,0,1
TK1525,TS559_Genomic_Sequence.seq,1338759,1339313,-,555,2,0,5,8,9,3,1,2,17,1,0
TK1526,TS559_Genomic_Sequence.seq,1339324,1339716,-,393,1,1,1,3,4,3,0,1,7,0,1
TK1527,TS559_Genomic_Sequence.seq,1339728,1339898,-,171,1,0,0,14,7,1,0,1,9,0,0
TK1528,TS559_Genomic_Sequence.seq,1339900,1340451,-,552,1,1,3,24,9,1,1,4,14,2,0
TK1529,TS559_Genomic_Sequence.seq,1340465,1341196,-,732,0,2,3,7,7,4,4,2,30,1,1
TK1530,TS559_Genomic_Sequence.seq,1341196,1341561,-,366,1,3,2,14,12,5,9,3,20,2,2
TK1531,TS559_Genomic_Sequence.seq,1341573,1341998,-,426,1,1,7,19,20,3,3,3,24,2,1
TK1532,TS559_Genomic_Sequence.seq,1342002,1342346,-,345,0,1,3,12,12,1,2,0,11,0,0
TK1533,TS559_Genomic_Sequence.seq,1342343,1342720,-,378,1,0,1,18,4,0,2,0,24,0,0
TK1534,TS559_Genomic_Sequence.seq,1342606,1342902,-,297,2,0,1,29,10,4,2,0,14,0,0
TK1535,TS559_Genomic_Sequence.seq,1342909,1343109,-,201,0,1,1,22,7,2,3,0,9,1,1
TK1536,TS559_Genomic_Sequence.seq,1343096,1343725,-,630,0,0,2,31,14,5,6,6,54,0,2
TK1537,TS559_Genomic_Sequence.seq,1343731,1344201,-,471,1,2,3,13,8,3,3,2,23,3,0
TK1538,TS559_Genomic_Sequence.seq,1344212,1344613,-,402,0,0,5,9,7,1,2,3,16,0,0
TK1539,TS559_Genomic_Sequence.seq,1344619,1345338,-,720,0,6,4,12,5,3,5,0,22,0,1
TK1540,TS559_Genomic_Sequence.seq,1345352,1345612,-,261,0,0,0,9,6,0,2,0,3,0,0
TK1541,TS559_Genomic_Sequence.seq,1345619,1346386,-,768,0,0,7,34,25,5,8,2,20,1,1
TK1542,TS559_Genomic_Sequence.seq,1346397,1347437,-,1041,0,1,4,15,9,10,9,3,6,2,1
TK1543,TS559_Genomic_Sequence.seq,1347439,1348209,-,771,0,0,1,8,4,2,0,4,2,0,0
TK1544,TS559_Genomic_Sequence.seq,1348831,1350207,-,1377,0,0,2,5,5,2,2,1,3,0,0
TK1545,TS559_Genomic_Sequence.seq,1350271,1351413,-,1143,1,0,1,16,14,1,5,3,5,1,0
TK1546,TS559_Genomic_Sequence.seq,1351562,1352110,-,549,0,0,5,6,18,2,1,1,5,0,1
TK1547,TS559_Genomic_Sequence.seq,1352205,1353368,-,1164,0,0,0,2,1,0,0,0,0,0,0
TK1548,TS559_Genomic_Sequence.seq,1353532,1354689,+,1158,3,2,7,15,22,3,4,0,15,0,0
TK1549,TS559_Genomic_Sequence.seq,1354770,1355351,-,582,1,2,4,1,8,0,2,2,5,0,0
TK1550,TS559_Genomic_Sequence.seq,1355564,1356463,+,900,0,0,2,4,5,0,0,2,3,0,0
TK1551,TS559_Genomic_Sequence.seq,1356466,1357296,-,831,0,0,3,0,1,0,0,0,1,0,0
TK1552,TS559_Genomic_Sequence.seq,1357390,1359651,-,2262,0,0,0,1,1,0,1,0,1,0,0
TK1553,TS559_Genomic_Sequence.seq,1359648,1360085,-,438,1,0,1,0,0,0,0,0,0,0,0
TK1554,TS559_Genomic_Sequence.seq,1360130,1361410,+,1281,0,0,0,4,1,0,0,0,5,0,0
TK1555,TS559_Genomic_Sequence.seq,1361465,1361962,-,498,0,0,0,2,0,1,0,0,2,0,0
TK1556,TS559_Genomic_Sequence.seq,1361959,1362873,-,915,0,2,1,14,3,2,1,2,1,0,0
TK1557,TS559_Genomic_Sequence.seq,1362921,1364387,-,1467,0,2,4,63,13,2,10,9,4,4,2
TK1558,TS559_Genomic_Sequence.seq,1364547,1365104,+,558,1,0,1,0,3,1,0,1,1,0,0
TK1559,TS559_Genomic_Sequence.seq,1365153,1366295,+,1143,0,0,2,1,2,2,0,1,1,0,0
TK1560,TS559_Genomic_Sequence.seq,1366306,1367430,+,1125,3,1,2,4,1,3,2,0,0,1,0
TK1561,TS559_Genomic_Sequence.seq,1367531,1368142,+,612,0,0,0,0,0,0,0,0,0,0,0
TK1562,TS559_Genomic_Sequence.seq,1368206,1369516,+,1311,2,0,4,11,9,1,0,1,6,0,1
TK1563,TS559_Genomic_Sequence.seq,1369576,1370526,-,951,0,0,1,3,0,0,0,0,2,0,0
TK1564,TS559_Genomic_Sequence.seq,1370570,1370710,-,141,0,0,0,0,0,0,0,0,0,0,0
TK1565,TS559_Genomic_Sequence.seq,1370796,1371074,+,279,0,1,2,5,3,0,1,0,4,0,0
TK1566,TS559_Genomic_Sequence.seq,1371271,1372701,+,1431,0,0,0,1,0,0,0,0,0,0,0
TK1567,TS559_Genomic_Sequence.seq,1372860,1375613,+,2754,1,3,8,35,23,6,11,4,15,1,1
TK1568,TS559_Genomic_Sequence.seq,1375885,1377351,+,1467,0,0,0,0,3,0,0,0,4,0,0
TK1569,TS559_Genomic_Sequence.seq,1377419,1378483,-,1065,0,0,0,1,0,0,0,0,1,0,0
TK1570,TS559_Genomic_Sequence.seq,1378598,1378963,+,366,0,0,1,0,2,1,0,0,0,0,0
TK1571,TS559_Genomic_Sequence.seq,1378930,1379394,-,465,0,0,1,0,4,1,0,0,1,0,0
TK1572,TS559_Genomic_Sequence.seq,1379481,1380233,-,753,0,0,2,7,3,0,1,0,0,0,0
TK1573,TS559_Genomic_Sequence.seq,1380230,1381627,-,1398,0,0,1,1,1,0,0,0,0,0,0
TK1574,TS559_Genomic_Sequence.seq,1381734,1383521,+,1788,0,0,1,3,3,0,0,0,3,0,0
TK1575,TS559_Genomic_Sequence.seq,1383518,1384291,-,774,0,0,0,0,1,0,0,0,1,0,0
TK1576,TS559_Genomic_Sequence.seq,1384300,1384863,-,564,0,0,0,0,0,0,0,0,1,0,0
TK1577,TS559_Genomic_Sequence.seq,1385010,1386947,-,1938,1,1,6,11,31,12,0,4,34,0,3
TK1578,TS559_Genomic_Sequence.seq,1386953,1387999,-,1047,0,0,3,4,8,1,2,2,6,0,0
TK1579,TS559_Genomic_Sequence.seq,1387996,1388919,-,924,0,0,2,1,4,2,1,0,5,1,0
TK1580,TS559_Genomic_Sequence.seq,1389057,1389566,+,510,0,2,1,3,2,1,2,0,2,0,0
TK1581,TS559_Genomic_Sequence.seq,1389605,1390114,+,510,0,0,0,0,1,1,1,0,0,0,0
TK1582,TS559_Genomic_Sequence.seq,1390232,1390618,+,387,0,0,0,0,1,0,0,0,0,0,0
TK1583,TS559_Genomic_Sequence.seq,1390635,1391372,+,738,0,0,0,0,0,0,0,0,0,0,0
TK1584,TS559_Genomic_Sequence.seq,1391372,1391656,+,285,0,0,1,0,0,0,0,0,0,0,0
TK1585,TS559_Genomic_Sequence.seq,1391653,1391955,+,303,0,0,1,0,0,0,0,0,0,0,0
TK1586,TS559_Genomic_Sequence.seq,1392000,1392422,+,423,0,0,0,0,0,0,0,0,0,0,0
TK1587,TS559_Genomic_Sequence.seq,1392419,1392835,+,417,0,0,0,0,0,0,0,0,0,0,0
TK1588,TS559_Genomic_Sequence.seq,1392832,1393488,+,657,0,0,0,0,0,0,0,0,0,0,0
TK1589,TS559_Genomic_Sequence.seq,1393445,1395067,+,1623,0,0,0,1,0,0,0,0,1,0,1
TK1590,TS559_Genomic_Sequence.seq,1395153,1395899,+,747,0,0,1,2,3,0,0,0,0,0,0
TK1591,TS559_Genomic_Sequence.seq,1395916,1396470,+,555,1,0,1,0,0,0,1,0,0,0,0
TK1592,TS559_Genomic_Sequence.seq,1396476,1396907,-,432,0,0,0,0,2,0,0,0,2,0,0
TK1593,TS559_Genomic_Sequence.seq,1397219,1398124,+,906,1,0,0,0,1,0,2,0,1,0,0
TK1594,TS559_Genomic_Sequence.seq,1398121,1399641,+,1521,1,0,2,3,9,0,2,0,8,0,0
TK1595,TS559_Genomic_Sequence.seq,1399641,1400330,+,690,0,0,3,4,4,0,0,0,0,0,0
TK1596,TS559_Genomic_Sequence.seq,1400450,1400761,+,312,0,0,3,6,2,0,2,0,2,0,0
TK1597,TS559_Genomic_Sequence.seq,1400763,1402754,+,1992,0,0,3,21,22,3,0,2,19,0,1
TK1598,TS559_Genomic_Sequence.seq,1402772,1403257,+,486,0,0,0,2,6,2,0,0,2,0,2
TK1599,TS559_Genomic_Sequence.seq,1403297,1403908,+,612,1,2,6,13,9,1,1,1,15,0,0
TK1600,TS559_Genomic_Sequence.seq,1403911,1405008,+,1098,2,3,9,15,14,2,4,0,12,1,1
TK1601,TS559_Genomic_Sequence.seq,1405005,1405313,+,309,1,0,1,7,6,0,2,1,2,1,0
TK1602,TS559_Genomic_Sequence.seq,1405320,1407077,+,1758,2,1,8,37,20,5,8,6,29,2,3
TK1603,TS559_Genomic_Sequence.seq,1407077,1408474,+,1398,3,2,13,39,34,6,9,4,26,0,1
TK1604,TS559_Genomic_Sequence.seq,1408503,1409147,+,645,3,2,2,11,14,5,3,4,7,1,1
TK1605,TS559_Genomic_Sequence.seq,1409242,1410009,+,768,0,0,0,0,1,0,0,0,0,0,0
TK1606,TS559_Genomic_Sequence.seq,1410019,1410774,+,756,0,0,0,5,0,0,0,0,1,0,0
TK1607,TS559_Genomic_Sequence.seq,1410767,1411987,+,1221,0,0,1,1,3,0,0,0,2,0,1
TK1608,TS559_Genomic_Sequence.seq,1412067,1412780,+,714,0,0,1,0,2,0,0,0,3,0,0
TK1609,TS559_Genomic_Sequence.seq,1412755,1413462,+,708,0,0,0,0,0,0,0,1,3,1,0
TK1610,TS559_Genomic_Sequence.seq,1413456,1413761,+,306,0,0,1,2,3,1,0,1,1,1,0
TK1611,TS559_Genomic_Sequence.seq,1413772,1414617,+,846,3,1,2,9,7,0,2,3,6,0,0
TK1612,TS559_Genomic_Sequence.seq,1414620,1417478,-,2859,2,1,8,3,28,11,0,0,14,0,2
TK1613,TS559_Genomic_Sequence.seq,1417475,1419277,-,1803,1,0,8,0,10,3,0,0,5,0,0
TK1614,TS559_Genomic_Sequence.seq,1419270,1419734,-,465,0,0,0,0,0,0,0,0,0,0,0
TK1615,TS559_Genomic_Sequence.seq,1419869,1420900,-,1032,1,0,1,2,1,0,0,0,1,0,0
TK1616,TS559_Genomic_Sequence.seq,1420989,1421579,+,591,1,0,0,2,2,0,0,1,3,0,0
TK1617,TS559_Genomic_Sequence.seq,1421560,1422414,-,855,0,1,4,4,8,0,2,0,2,0,1
TK1618,TS559_Genomic_Sequence.seq,1422437,1422949,-,513,1,0,1,5,8,1,0,0,1,0,0
TK1619,TS559_Genomic_Sequence.seq,1423113,1423607,+,495,2,0,3,7,5,1,0,0,1,0,0
TK1620,TS559_Genomic_Sequence.seq,1423607,1427080,+,3474,1,0,6,21,17,3,2,4,4,0,0
TK1621,TS559_Genomic_Sequence.seq,1427126,1427554,+,429,0,0,4,4,3,0,0,0,3,0,0
TK1622,TS559_Genomic_Sequence.seq,1427662,1429230,+,1569,3,3,10,16,19,3,5,1,15,1,0
TK1623,TS559_Genomic_Sequence.seq,1429241,1429627,+,387,0,1,1,5,3,4,1,0,4,0,0
TK1624,TS559_Genomic_Sequence.seq,1429630,1430103,+,474,0,0,4,19,14,9,1,2,13,0,0
TK1625,TS559_Genomic_Sequence.seq,1430110,1431303,+,1194,0,0,5,10,16,4,5,2,13,0,3
TK1626,TS559_Genomic_Sequence.seq,1431376,1432218,+,843,2,2,7,25,21,5,5,1,21,0,1
TK1627,TS559_Genomic_Sequence.seq,1432261,1433265,+,1005,2,0,5,13,15,3,1,1,6,0,0
TK1628,TS559_Genomic_Sequence.seq,1433252,1433644,-,393,0,0,1,2,1,0,0,0,0,0,0
TK1629,TS559_Genomic_Sequence.seq,1433694,1434218,+,525,1,0,0,6,4,1,1,2,3,0,0
TK1630,TS559_Genomic_Sequence.seq,1434215,1434919,-,705,1,1,3,6,11,2,3,0,8,0,0
TK1631,TS559_Genomic_Sequence.seq,1435000,1435413,-,414,5,0,8,3,7,0,0,1,8,0,0
TK1632,TS559_Genomic_Sequence.seq,1435465,1435746,-,282,0,0,1,3,4,0,0,0,1,0,0
TK1633,TS559_Genomic_Sequence.seq,1435778,1436596,-,819,1,3,9,24,22,11,6,6,23,1,2
TK1634,TS559_Genomic_Sequence.seq,1436589,1437338,-,750,2,3,9,20,27,6,4,7,16,0,1
TK1635,TS559_Genomic_Sequence.seq,1437322,1438095,-,774,0,0,3,13,12,5,7,5,7,0,1
TK1636,TS559_Genomic_Sequence.seq,1438092,1438802,-,711,1,0,5,31,17,2,2,2,9,1,0
TK1637,TS559_Genomic_Sequence.seq,1438814,1439596,-,783,3,2,8,39,17,2,2,3,8,0,0
TK1638,TS559_Genomic_Sequence.seq,1439660,1439881,-,222,0,0,0,0,2,0,0,0,1,0,0
TK1639,TS559_Genomic_Sequence.seq,1439935,1440402,+,468,0,0,0,1,0,3,0,0,0,0,0
TK1640,TS559_Genomic_Sequence.seq,1440377,1440697,-,321,0,0,1,7,2,2,0,0,8,0,0
TK1641,TS559_Genomic_Sequence.seq,1440708,1440995,-,288,2,0,2,1,3,1,0,0,7,0,0
TK1642,TS559_Genomic_Sequence.seq,1441088,1441345,+,258,0,0,0,0,2,0,0,0,4,0,0
TK1643,TS559_Genomic_Sequence.seq,1441431,1443344,+,1914,2,2,8,9,32,5,2,1,10,0,1
TK1644,TS559_Genomic_Sequence.seq,1443341,1443787,-,447,0,0,0,0,2,0,0,0,1,0,0
TK1645,TS559_Genomic_Sequence.seq,1443774,1443995,-,222,0,0,0,0,1,0,0,0,0,0,0
TK1646,TS559_Genomic_Sequence.seq,1444108,1444791,-,684,1,0,1,0,0,0,0,0,0,0,0
TK1647,TS559_Genomic_Sequence.seq,1444848,1445234,+,387,1,5,3,6,1,0,1,1,1,0,0
TK1648,TS559_Genomic_Sequence.seq,1445241,1445555,-,315,2,5,3,5,1,1,2,1,3,0,0
TK1649,TS559_Genomic_Sequence.seq,1445610,1446647,+,1038,0,0,5,3,5,0,0,0,0,0,0
TK1650,TS559_Genomic_Sequence.seq,1446583,1447119,-,537,0,1,4,2,5,0,1,0,3,0,0
TK1651,TS559_Genomic_Sequence.seq,1447174,1447584,-,411,1,0,1,6,2,1,0,0,2,0,1
TK1652,TS559_Genomic_Sequence.seq,1447625,1448047,+,423,0,0,2,0,0,0,0,1,0,0,0
TK1653,TS559_Genomic_Sequence.seq,1448044,1448529,-,486,1,0,1,2,2,0,0,1,4,0,0
TK1654,TS559_Genomic_Sequence.seq,1448593,1448892,+,300,0,0,0,1,0,0,0,0,0,0,0
TK1655,TS559_Genomic_Sequence.seq,1448896,1450092,+,1197,0,0,0,1,0,0,0,0,0,0,0
TK1656,TS559_Genomic_Sequence.seq,1450182,1451168,+,987,2,1,5,3,14,2,4,3,1,0,0
TK1657,TS559_Genomic_Sequence.seq,1451165,1451377,-,213,2,3,2,9,12,0,1,1,4,0,0
TK1658,TS559_Genomic_Sequence.seq,1451436,1451690,-,255,1,2,1,5,3,0,0,0,2,0,0
TK1659,TS559_Genomic_Sequence.seq,1451741,1452391,-,651,0,0,0,0,0,0,0,0,0,0,0
TK1660,TS559_Genomic_Sequence.seq,1452499,1452774,+,276,0,0,0,0,1,0,0,0,2,0,0
TK1661,TS559_Genomic_Sequence.seq,1452729,1453481,-,753,0,0,1,1,4,0,0,0,2,0,0
TK1662,TS559_Genomic_Sequence.seq,1453482,1454600,-,1119,0,0,1,2,3,0,0,0,1,0,0
TK1663,TS559_Genomic_Sequence.seq,1454600,1457191,-,2592,2,0,2,3,6,1,0,0,5,0,0
TK1664,TS559_Genomic_Sequence.seq,1457193,1459682,-,2490,1,0,1,3,4,0,0,1,6,0,0
TK1665,TS559_Genomic_Sequence.seq,1459679,1460182,-,504,1,0,0,1,1,0,0,0,2,0,0
TK1666,TS559_Genomic_Sequence.seq,1460163,1460606,-,444,0,0,1,2,2,0,0,0,2,0,0
TK1667,TS559_Genomic_Sequence.seq,1460606,1461271,-,666,0,0,3,3,3,0,1,2,0,0,0
TK1668,TS559_Genomic_Sequence.seq,1461314,1461928,-,615,0,0,0,1,1,0,0,0,1,0,0
TK1669,TS559_Genomic_Sequence.seq,1461925,1463067,-,1143,2,0,4,9,8,5,3,2,3,0,0
TK1670,TS559_Genomic_Sequence.seq,1463075,1465312,-,2238,2,1,3,8,9,4,3,0,11,0,0
TK1671,TS559_Genomic_Sequence.seq,1465419,1466420,-,1002,0,2,1,7,6,0,5,1,3,0,0
TK1672,TS559_Genomic_Sequence.seq,1466589,1466726,+,138,0,0,0,0,1,0,0,0,0,0,0
TK1673,TS559_Genomic_Sequence.seq,1466711,1467295,-,585,0,0,0,1,1,0,0,0,0,0,0
TK1674,TS559_Genomic_Sequence.seq,1467318,1467839,-,522,1,1,1,0,1,0,1,0,0,0,0
TK1675,TS559_Genomic_Sequence.seq,1468085,1469353,+,1269,0,0,0,0,3,0,1,0,4,0,0
TK1676,TS559_Genomic_Sequence.seq,1469429,1470601,-,1173,0,1,3,9,5,1,3,3,8,0,0
TK1677,TS559_Genomic_Sequence.seq,1470702,1471493,+,792,1,0,1,1,1,0,0,0,2,0,0
TK1678,TS559_Genomic_Sequence.seq,1471532,1473034,-,1503,0,0,1,3,1,2,0,0,0,0,0
TK1679,TS559_Genomic_Sequence.seq,1473019,1473456,-,438,0,0,0,1,2,1,0,0,3,0,0
TK1680,TS559_Genomic_Sequence.seq,1473551,1473748,-,198,0,0,0,1,1,1,0,0,0,0,1
TK1681,TS559_Genomic_Sequence.seq,1473892,1474791,-,900,0,0,1,0,0,1,0,0,0,0,0
TK1682,TS559_Genomic_Sequence.seq,1474901,1475851,+,951,0,0,0,1,0,1,0,0,0,0,0
TK1683,TS559_Genomic_Sequence.seq,1475927,1476394,+,468,0,0,3,7,2,0,2,0,6,0,0
TK1684,TS559_Genomic_Sequence.seq,1476404,1477849,-,1446,9,1,12,9,43,9,1,2,34,0,0
TK1685,TS559_Genomic_Sequence.seq,1477850,1478704,-,855,3,0,6,2,13,3,0,0,4,0,1
TK1686,TS559_Genomic_Sequence.seq,1478908,1479693,+,786,0,0,0,6,3,0,0,1,3,0,0
TK1687,TS559_Genomic_Sequence.seq,1479780,1480601,-,822,0,0,3,7,2,1,0,0,4,0,1
TK1688,TS559_Genomic_Sequence.seq,1480869,1481600,-,732,3,0,17,15,18,3,5,2,17,0,1
TK1689,TS559_Genomic_Sequence.seq,1483242,1485233,+,1992,0,1,1,2,4,3,1,0,2,0,0
TK1690,TS559_Genomic_Sequence.seq,1485277,1487031,+,1755,0,0,0,4,5,1,1,2,3,1,0
TK1691,TS559_Genomic_Sequence.seq,1487073,1488128,-,1056,1,3,1,13,13,4,1,2,8,1,0
TK1692,TS559_Genomic_Sequence.seq,1488237,1488977,+,741,0,0,0,0,1,0,0,0,0,0,0
TK1693,TS559_Genomic_Sequence.seq,1489040,1489573,+,534,1,1,2,7,7,0,2,0,1,0,0
TK1694,TS559_Genomic_Sequence.seq,1489716,1489907,+,192,12,7,27,35,22,1,5,4,37,0,1
TK1695,TS559_Genomic_Sequence.seq,1490042,1490215,-,174,1,1,1,6,1,0,0,0,3,0,0
TK1696,TS559_Genomic_Sequence.seq,1490226,1490522,-,297,2,3,6,15,7,3,0,4,8,0,0
TK1697,TS559_Genomic_Sequence.seq,1490512,1491045,-,534,6,3,8,33,18,2,4,1,15,0,2
TK1698,TS559_Genomic_Sequence.seq,1491042,1491245,-,204,0,0,1,10,6,1,1,0,6,0,0
TK1699,TS559_Genomic_Sequence.seq,1491248,1491820,-,573,1,0,11,31,20,1,8,1,23,0,3
TK1700,TS559_Genomic_Sequence.seq,1491857,1492393,-,537,2,0,5,11,6,0,0,2,5,0,0
TK1701,TS559_Genomic_Sequence.seq,1492451,1493413,-,963,0,1,0,0,0,0,0,0,0,0,0
TK1702,TS559_Genomic_Sequence.seq,1493433,1494380,-,948,0,0,0,0,0,0,0,0,0,0,0
TK1703,TS559_Genomic_Sequence.seq,1494377,1495444,-,1068,0,0,0,0,0,0,0,0,1,0,0
TK1704,TS559_Genomic_Sequence.seq,1495497,1496036,-,540,0,0,0,0,2,0,0,0,0,0,0
TK1705,TS559_Genomic_Sequence.seq,1496051,1496647,-,597,0,0,2,0,0,0,0,0,0,0,0
TK1706,TS559_Genomic_Sequence.seq,1496835,1497326,-,492,0,0,0,0,1,0,0,0,0,0,0
TK1707,TS559_Genomic_Sequence.seq,1497333,1497554,-,222,0,0,0,0,2,0,0,0,0,0,0
TK1708,TS559_Genomic_Sequence.seq,1498713,1499663,-,951,0,1,4,4,5,1,2,1,5,2,0
TK1709,TS559_Genomic_Sequence.seq,1499747,1500154,+,408,0,0,2,2,4,0,0,0,1,0,0
TK1710,TS559_Genomic_Sequence.seq,1500144,1500575,+,432,0,0,2,0,0,0,0,0,0,0,1
TK1711,TS559_Genomic_Sequence.seq,1500572,1501567,+,996,1,0,4,3,5,0,0,1,5,1,0
TK1712,TS559_Genomic_Sequence.seq,1501602,1502849,+,1248,0,0,0,1,1,0,1,0,8,0,0
TK1713,TS559_Genomic_Sequence.seq,1503205,1504278,-,1074,0,0,0,0,2,0,0,0,0,0,0
TK1714,TS559_Genomic_Sequence.seq,1504275,1505246,-,972,0,0,0,0,5,1,0,0,6,0,0
TK1715,TS559_Genomic_Sequence.seq,1505310,1506503,+,1194,0,0,0,0,2,0,1,1,1,0,0
TK1716,TS559_Genomic_Sequence.seq,1506500,1507189,+,690,0,0,1,1,0,0,0,0,0,0,0
TK1717,TS559_Genomic_Sequence.seq,1507186,1508070,+,885,0,0,1,2,1,1,0,0,1,0,0
TK1718,TS559_Genomic_Sequence.seq,1508104,1510404,-,2301,0,0,1,6,6,3,0,0,9,0,0
TK1719,TS559_Genomic_Sequence.seq,1510602,1511891,+,1290,0,0,0,2,0,0,0,0,1,0,0
